,material_id,space_group,K_VRH,kpoint_density,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,density,vpa,packing fraction
155,mp-11566,221,75.19043063,7000,21,30,9,25.5,4.5,21,11,69,58,40,29,11,44.955912,65.38,20.424088,55.167956,10.212044,44.955912,692.68,1814,1121.32,1253.34,560.66,692.68,3,12,9,7.5,4.5,3,4,4,0,4,0,4,122,170,48,146,24,122,1.36,1.65,0.29,1.505,0.145,1.36,2,2,0,2,0,2,0,0,0,0,0,0,1,10,9,5.5,4.5,1,0,0,0,0,0,0,3,12,9,7.5,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,0,9,9,4.5,4.5,0,13.96,22.235,8.275,18.0975,4.1375,13.96,0,0,0,0,0,0,0,6.35E-06,6.35E-06,3.18E-06,3.18E-06,0,194,194,0,194,0,194,0,0,0,0,4.850089502,18.89297558,0.726811911
156,mp-11567,139,80.8823722,7000,21,30,9,29.30769231,1.278106509,30,11,69,58,64.53846154,8.236686391,69,44.955912,65.38,20.424088,63.80891631,2.900462201,65.38,692.68,1814,1121.32,778.9353846,159.2407101,692.68,3,12,9,11.30769231,1.278106509,12,4,4,0,4,0,4,122,170,48,125.6923077,6.816568047,122,1.36,1.65,0.29,1.627692308,0.041183432,1.65,2,2,0,2,0,2,0,0,0,0,0,0,1,10,9,9.307692308,1.278106509,10,0,0,0,0,0,0,3,12,9,11.30769231,1.278106509,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.692307692,1.278106509,0,0,0,0,0,0,0,0,9,9,0.692307692,1.278106509,0,13.96,22.235,8.275,14.59653846,1.175147929,13.96,0,0,0,0,0,0,0,6.35E-06,6.35E-06,4.88E-07,9.02E-07,0,194,194,0,194,0,194,0,0,0,0,6.859593439,15.45305111,0.701027708
157,mp-11571,221,61.91857475,20000,39,50,11,47.25,4.125,50,12,80,68,63,25.5,80,88.90585,118.71,29.80415,111.2589625,11.17655625,118.71,505.08,1799,1293.92,828.56,485.22,505.08,3,14,11,11.25,4.125,14,5,5,0,5,0,5,139,190,51,151.75,19.125,139,1.22,1.96,0.74,1.775,0.2775,1.96,2,2,0,2,0,2,0,2,2,1.5,0.75,2,1,10,9,7.75,3.375,10,0,0,0,0,0,0,3,14,11,11.25,4.125,14,0,0,0,0,0,0,0,4,4,3,1.5,4,0,9,9,2.25,3.375,0,0,0,0,0,0,0,4,9,5,5.25,1.875,4,32.365,33.285,0.92,33.055,0.345,33.285,0,0,0,0,0,0,0,0,0,0,0,0,141,194,53,154.25,19.875,141,0,0,0,0,6.986383049,26.44427731,0.593126212
158,mp-11572,221,254.6413703,7000,43,73,30,58,15,43,48,53,5,50.5,2.5,48,98,180.94788,82.94788,139.47394,41.47394,98,2430,3290,860,2860,430,2430,5,7,2,6,1,5,5,6,1,5.5,0.5,5,147,170,23,158.5,11.5,147,1.5,1.9,0.4,1.7,0.2,1.5,2,2,0,2,0,2,0,0,0,0,0,0,3,5,2,4,1,3,0,14,14,7,7,0,7,19,12,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,6,1,5,0,0,0,0,0,0,5,7,2,6,1,5,14.285,18.12,3.835,16.2025,1.9175,14.285,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,211.5,17.5,194,-3,3,6,4.242640687,14.25086051,16.25178509,0.709954171
159,mp-11573,221,206.5352669,7000,22,43,21,32.5,10.5,22,43,53,10,48,5,43,47.867,98,50.133,72.9335,25.0665,47.867,1941,2430,489,2185.5,244.5,1941,4,7,3,5.5,1.5,4,4,5,1,4.5,0.5,4,147,160,13,153.5,6.5,147,1.54,1.9,0.36,1.72,0.18,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,4,7,3,5.5,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6.5,1.5,5,0,0,0,0,0,0,5,8,3,6.5,1.5,5,14.285,16.69,2.405,15.4875,1.2025,14.285,0,0,0,0,0,0,0,2.25E-05,2.25E-05,1.13E-05,1.13E-05,0,194,194,0,194,0,194,-3,3,6,4.242640687,8.062017147,15.02216156,0.725595812
160,mp-11578,221,112.6236214,7000,23,30,7,28.25,2.625,30,46,69,23,63.25,8.625,69,50.9415,65.38,14.4385,61.770375,5.4144375,65.38,692.68,2183,1490.32,1065.26,558.87,692.68,5,12,7,10.25,2.625,12,4,4,0,4,0,4,122,153,31,129.75,11.625,122,1.63,1.65,0.02,1.645,0.0075,1.65,2,2,0,2,0,2,0,0,0,0,0,0,3,10,7,8.25,2.625,10,0,0,0,0,0,0,5,12,7,10.25,2.625,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.75,2.625,0,0,0,0,0,0,0,0,7,7,1.75,2.625,0,13.01,13.96,0.95,13.7225,0.35625,13.96,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,202.75,13.125,194,0,0,0,0,7.298563658,14.05868891,0.733069404
161,mp-11644,227,15.98497709,7000,3,20,17,8.666666667,7.555555556,3,1,7,6,3,2.666666667,1,6.941,40.078,33.137,17.98666667,14.72755556,6.941,453.69,1115,661.31,674.1266667,293.9155556,453.69,1,2,1,1.333333333,0.444444444,1,2,4,2,2.666666667,0.888888889,2,128,176,48,144,21.33333333,128,0.98,1,0.02,0.986666667,0.008888889,0.98,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,16.59333333,37.77,21.17666667,23.65222222,9.411851852,16.59333333,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,227.6666667,1.777777778,229,0,0,0,0,1.074846704,27.78774135,0.599414504
162,mp-1169,221,81.15639034,7000,21,29,8,25,4,21,11,64,53,37.5,26.5,11,44.955912,63.546,18.590088,54.250956,9.295044,44.955912,1357.77,1814,456.23,1585.885,228.115,1357.77,3,11,8,7,4,3,4,4,0,4,0,4,132,170,38,151,19,132,1.36,1.9,0.54,1.63,0.27,1.36,1,2,1,1.5,0.5,1,0,0,0,0,0,0,1,10,9,5.5,4.5,1,0,0,0,0,0,0,3,11,8,7,4,3,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,1,9,8,5,4,1,11.07,22.235,11.165,16.6525,5.5825,11.07,0,0,0,0,0,0,0,6.35E-06,6.35E-06,3.18E-06,3.18E-06,0,194,225,31,209.5,15.5,194,0,0,0,0,5.188579779,17.36232924,0.790886954
163,mp-11697,12,101.896943,7000,51,73,22,58.33333333,9.777777778,51,48,85,37,72.66666667,16.44444444,85,121.76,180.94788,59.18788,141.4892933,26.30572444,121.76,903.78,3290,2386.22,1699.186667,1060.542222,903.78,5,15,10,11.66666667,4.444444444,15,5,6,1,5.333333333,0.444444444,5,139,170,31,149.3333333,13.77777778,139,1.5,2.05,0.55,1.866666667,0.244444444,2.05,2,2,0,2,0,2,0,3,3,2,1.333333333,3,3,10,7,7.666666667,3.111111111,10,0,14,14,4.666666667,6.222222222,0,15,19,4,16.33333333,1.777777778,15,0,0,0,0,0,0,0,3,3,2,1.333333333,3,0,7,7,2.333333333,3.111111111,0,0,0,0,0,0,0,3,7,4,4.333333333,1.777777778,3,18.12,31.56,13.44,27.08,5.973333333,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,187,28,166,-3,5,8,4.358898944,10.19295133,23.05009488,0.554012927
164,mp-117,227,38.4897581,7000,50,50,0,50,0,50,80,80,0,80,0,80,118.71,118.71,0,118.71,0,118.71,505.08,505.08,0,505.08,0,505.08,14,14,0,14,0,14,5,5,0,5,0,5,139,139,0,139,0,139,1.96,1.96,0,1.96,0,1.96,2,2,0,2,0,2,2,2,0,2,0,2,10,10,0,10,0,10,0,0,0,0,0,0,14,14,0,14,0,14,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,33.285,33.285,0,33.285,0,33.285,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,141,0,141,0,0,0,0,5.360940164,36.77015288,0.34729392
165,mp-1172,221,114.636513,7000,12,45,33,28.5,16.5,12,59,68,9,63.5,4.5,59,24.305,102.9055,78.6005,63.60525,39.30025,24.305,923,2237,1314,1580,657,923,2,9,7,5.5,3.5,2,3,5,2,4,1,3,141,142,1,141.5,0.5,141,1.31,2.28,0.97,1.795,0.485,1.31,1,2,1,1.5,0.5,1,0,0,0,0,0,0,0,8,8,4,4,0,0,0,0,0,0,0,2,9,7,5.5,3.5,2,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,3,3,1.5,1.5,0,13.64,22.89,9.25,18.265,4.625,13.64,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,209.5,15.5,194,0,0,0,0,6.907520139,15.29043689,0.799295724
166,mp-1174,221,48.41873621,7000,12,21,9,16.5,4.5,12,11,68,57,39.5,28.5,11,24.305,44.955912,20.650912,34.630456,10.325456,24.305,923,1814,891,1368.5,445.5,923,2,3,1,2.5,0.5,2,3,4,1,3.5,0.5,3,141,170,29,155.5,14.5,141,1.31,1.36,0.05,1.335,0.025,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,2,3,1,2.5,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4.5,4.5,0,0,0,0,0,0,0,0,9,9,4.5,4.5,0,22.235,22.89,0.655,22.5625,0.3275,22.235,0,0,0,0,0,0,0,6.35E-06,6.35E-06,3.18E-06,3.18E-06,0,194,194,0,194,0,194,0,0,0,0,2.467737249,23.30281483,0.671473636
167,mp-11798,221,177.3257379,7000,26,78,52,39,19.5,26,55,63,8,57,3,55,55.845,195.084,139.239,90.65475,52.214625,55.845,1811,2041.4,230.4,1868.6,86.4,1811,8,10,2,8.5,0.75,8,4,6,2,4.5,0.75,4,132,136,4,133,1.5,132,1.83,2.28,0.45,1.9425,0.16875,1.83,1,2,1,1.75,0.375,2,0,0,0,0,0,0,6,9,3,6.75,1.125,6,0,14,14,3.5,5.25,0,8,24,16,12,6,8,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,4,3,3.25,1.125,4,0,0,0,0,0,0,2,4,2,3.5,0.75,4,10.73,15.02,4.29,11.8025,1.60875,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.5829971,0.79149855,2.1106628,225,229,4,228,1.5,229,0,0,0,0,11.46454632,13.13054589,0.852746642
168,mp-1180,221,217.2037946,7000,25,78,53,64.75,19.875,78,52,63,11,60.25,4.125,63,54.938045,195.084,140.145955,160.0475112,52.55473313,195.084,1519,2041.4,522.4,1910.8,195.9,2041.4,7,10,3,9.25,1.125,10,4,6,2,5.5,0.75,6,136,139,3,136.75,1.125,136,1.55,2.28,0.73,2.0975,0.27375,2.28,1,2,1,1.25,0.375,1,0,0,0,0,0,0,5,9,4,8,1.5,9,0,14,14,10.5,5.25,14,7,24,17,19.75,6.375,24,0,1,1,0.75,0.375,1,0,0,0,0,0,0,1,5,4,2,1.5,1,0,0,0,0,0,0,2,5,3,2.75,1.125,2,10.48758621,15.02,4.532413793,13.88689655,1.699655172,15.02,0,0,0,0,0,0,0,0.000310121,0.000310121,7.75E-05,0.000116295,0,217,225,8,223,3,225,-2,2,4,2.529822128,17.46471836,15.21725889,0.696775036
169,mp-11807,187,114.7070176,7000,3,78,75,40.5,37.5,3,1,63,62,32,31,1,6.941,195.084,188.143,101.0125,94.0715,6.941,453.69,2041.4,1587.71,1247.545,793.855,453.69,1,10,9,5.5,4.5,1,2,6,4,4,2,2,128,136,8,132,4,128,0.98,2.28,1.3,1.63,0.65,0.98,1,1,0,1,0,1,0,0,0,0,0,0,0,9,9,4.5,4.5,0,0,14,14,7,7,0,1,24,23,12.5,11.5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,1,2,1,1.5,0.5,1,15.02,16.59333333,1.573333333,15.80666667,0.786666667,15.02,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,227,2,225,0,0,0,0,11.96042355,14.02418561,0.822723183
170,mp-11809,65,108.1747011,7000,13,22,9,16,4,13,43,73,30,63,13.33333333,73,26.9815386,47.867,20.8854614,33.94335907,9.282427289,26.9815386,933.47,1941,1007.53,1269.313333,447.7911111,933.47,4,13,9,10,4,13,3,4,1,3.333333333,0.444444444,3,121,160,39,134,17.33333333,121,1.54,1.61,0.07,1.586666667,0.031111111,1.61,2,2,0,2,0,2,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,3,4,1,3.333333333,0.444444444,3,0,0,0,0,0,0,0,5,5,3.333333333,2.222222222,5,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,5,8,3,6,1.333333333,5,16.48,16.69,0.21,16.55,0.093333333,16.48,0,0,0,0,0,0,0,2.25E-05,2.25E-05,7.51E-06,1.00E-05,0,194,225,31,214.6666667,13.77777778,225,0,0,0,0,3.532535971,15.95575341,0.581953133
171,mp-11826,191,113.4358808,7000,20,46,26,41.66666667,7.222222222,46,7,62,55,52.83333333,15.27777778,62,40.078,106.42,66.342,95.363,18.42833333,106.42,1115,1828.05,713.05,1709.208333,198.0694444,1828.05,2,10,8,8.666666667,2.222222222,10,4,5,1,4.833333333,0.277777778,5,139,176,37,145.1666667,10.27777778,139,1,2.2,1.2,2,0.333333333,2.2,0,2,2,0.333333333,0.555555556,0,0,0,0,0,0,0,0,10,10,8.333333333,2.777777778,10,0,0,0,0,0,0,2,10,8,8.666666667,2.222222222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,37.77,23.36,18.30333333,6.488888889,14.41,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,8.535682522,18.55200027,0.735762765
172,mp-1185,221,250.7176806,7000,23,45,22,39.5,8.25,45,46,59,13,55.75,4.875,59,50.9415,102.9055,51.964,89.9145,19.4865,102.9055,2183,2237,54,2223.5,20.25,2237,5,9,4,8,1.5,9,4,5,1,4.75,0.375,5,142,153,11,144.75,4.125,142,1.63,2.28,0.65,2.1175,0.24375,2.28,1,2,1,1.25,0.375,1,0,0,0,0,0,0,3,8,5,6.75,1.875,8,0,0,0,0,0,0,5,9,4,8,1.5,9,0,1,1,0.75,0.375,1,0,0,0,0,0,0,2,7,5,3.25,1.875,2,0,0,0,0,0,0,3,7,4,4,1.5,3,13.01,13.64,0.63,13.4825,0.23625,13.64,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,226,1.5,225,0,0,0,0,10.74082233,13.9008479,0.741393242
173,mp-11869,216,122.433851,7000,46,72,26,56,10.66666667,46,45,80,35,62.33333333,11.77777778,45,106.42,178.49,72.07,134.54,29.3,106.42,505.08,2506,2000.92,1613.043333,738.6422222,505.08,4,14,10,9.333333333,3.555555556,4,5,6,1,5.333333333,0.444444444,5,139,175,36,151,16,139,1.3,2.2,0.9,1.82,0.346666667,1.3,0,2,2,1.333333333,0.888888889,0,0,2,2,0.666666667,0.888888889,0,2,10,8,7.333333333,3.555555556,2,0,14,14,4.666666667,6.222222222,0,10,18,8,14,2.666666667,10,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,0,8,8,4,2.666666667,0,14.41,33.285,18.875,23.29833333,6.657777778,14.41,0,0,0,0,0,0,0,0,0,0,0,0,141,225,84,186.6666667,30.44444444,141,0,0,0,0,10.40305898,21.47531056,0.61873567
174,mp-11870,123,87.74342096,7000,45,80,35,68.33333333,15.55555556,80,59,71,12,67,5.333333333,71,102.9055,200.59,97.6845,168.0285,43.41533333,200.59,234.32,2237,2002.68,901.88,890.08,234.32,9,12,3,11,1.333333333,12,5,6,1,5.666666667,0.444444444,6,132,142,10,135.3333333,4.444444444,132,2,2.28,0.28,2.093333333,0.124444444,2,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,8,10,2,9.333333333,0.888888889,10,0,14,14,9.333333333,6.222222222,14,9,26,17,20.33333333,7.555555556,26,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,3,3,1,1.333333333,0,13.64,25.23758621,11.59758621,21.37172414,5.154482759,25.23758621,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,185.6666667,26.22222222,166,0,0,0,0,12.50425282,22.31383899,0.576328866
175,mp-1190,216,58.26160402,7000,30,34,4,32,2,30,69,89,20,79,10,69,65.38,78.96,13.58,72.17,6.79,65.38,494,692.68,198.68,593.34,99.34,494,12,16,4,14,2,12,4,4,0,4,0,4,120,122,2,121,1,120,1.65,2.55,0.9,2.1,0.45,1.65,2,2,0,2,0,2,0,4,4,2,2,0,10,10,0,10,0,10,0,0,0,0,0,0,12,16,4,14,2,12,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,13.96,25.92,11.96,19.94,5.98,13.96,0,0.799,0.799,0.3995,0.3995,0,0,0,0,0,0,0,14,194,180,104,90,14,-2,2,4,2.828427125,5.070950199,23.63761733,0.352755965
176,mp-1194,123,136.7971014,7000,48,78,30,63,15,48,63,70,7,66.5,3.5,63,112.411,195.084,82.673,153.7475,41.3365,112.411,594.22,2041.4,1447.18,1317.81,723.59,594.22,10,12,2,11,1,10,5,6,1,5.5,0.5,5,136,144,8,140,4,136,1.69,2.28,0.59,1.985,0.295,1.69,1,2,1,1.5,0.5,1,0,0,0,0,0,0,9,10,1,9.5,0.5,9,0,14,14,7,7,0,12,24,12,18,6,12,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,2,2,1,1,0,15.02,19.495,4.475,17.2575,2.2375,15.02,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,209.5,15.5,194,-2,2,4,2.828427125,14.46409137,17.65086514,0.73380329
177,mp-11957,63,76.91525905,7000,20,77,57,49.25,14.625,50,7,80,73,56.75,24.875,80,40.078,192.217,152.139,117.42875,38.675375,118.71,505.08,2739,2233.92,1216.04,761.48,505.08,2,14,12,9.75,4.25,14,4,6,2,5,0.5,5,139,176,37,148.75,13.625,139,1,2.2,1.2,1.78,0.39,1.96,2,2,0,2,0,2,0,2,2,1,1,2,0,10,10,6.75,3.375,10,0,14,14,3.5,5.25,0,2,23,21,13.25,5.625,14,0,0,0,0,0,0,0,4,4,2,2,4,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,4,4,2.75,1.375,4,14.21,37.77,23.56,29.6375,7.71375,33.285,0,0,0,0,0,0,0,0,0,0,0,0,141,225,84,183,42,141,0,0,0,0,8.539713322,22.83390747,0.659929978
178,mp-11958,63,60.00737081,7000,20,50,30,41.5,10.75,50,7,80,73,57.25,25.125,80,40.078,118.71,78.632,95.9795,27.95075,118.71,505.08,1828.05,1322.97,988.3025,483.2225,505.08,2,14,12,10,4,14,4,5,1,4.75,0.375,5,139,176,37,148.25,13.875,139,1,2.2,1.2,1.78,0.39,1.96,0,2,2,1.5,0.75,2,0,2,2,1,1,2,0,10,10,7.5,3.75,10,0,0,0,0,0,0,2,14,12,10,4,14,0,0,0,0,0,0,0,4,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,14.41,37.77,23.36,29.6875,7.63875,33.285,0,0,0,0,0,0,0,0,0,0,0,0,141,225,84,183,42,141,0,0,0,0,6.678418948,23.86458652,0.643874196
179,mp-11959,63,66.07184186,7000,20,50,30,41.25,10.625,50,7,80,73,56.5,24.75,80,40.078,118.71,78.632,95.100875,27.5114375,118.71,505.08,2237,1731.92,1090.54,585.46,505.08,2,14,12,9.75,4.25,14,4,5,1,4.75,0.375,5,139,176,37,149,13.5,139,1,2.28,1.28,1.8,0.4,1.96,1,2,1,1.75,0.375,2,0,2,2,1,1,2,0,10,10,7,3.5,10,0,0,0,0,0,0,2,14,12,9.75,4.25,14,0,1,1,0.25,0.375,0,0,4,4,2,2,4,0,2,2,0.5,0.75,0,0,0,0,0,0,0,0,4,4,2.75,1.375,4,13.64,37.77,24.13,29.495,7.9275,33.285,0,0,0,0,0,0,0,0,0,0,0,0,141,225,84,183,42,141,0,0,0,0,6.904707638,22.87116616,0.658854907
180,mp-11977,194,61.0796469,7000,3,79,76,44,27.33333333,3,1,80,79,49,32,1,6.941,196.966569,190.025569,107.5391897,67.06545978,6.941,453.69,1337.33,883.64,765.3666667,381.3088889,453.69,1,14,13,8.666666667,5.111111111,1,2,6,4,4.333333333,1.555555556,2,128,139,11,134.3333333,4.222222222,128,0.98,2.54,1.56,1.826666667,0.564444444,0.98,1,2,1,1.333333333,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,25,24,13.33333333,8.222222222,1,0,1,1,0.666666667,0.444444444,0,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,1.333333333,1,16.59333333,33.285,16.69166667,22.19277778,7.394814815,16.59333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,198.3333333,38.22222222,141,0,0,0,0,8.906774866,20.04912277,0.595971142
181,mp-12083,221,307.1835352,7000,24,77,53,63.75,19.875,77,49,60,11,57.25,4.125,60,51.9961,192.217,140.2209,157.161775,52.5828375,192.217,2180,2739,559,2599.25,209.625,2739,6,9,3,8.25,1.125,9,4,6,2,5.5,0.75,6,139,141,2,140.5,0.75,141,1.66,2.2,0.54,2.065,0.2025,2.2,1,2,1,1.75,0.375,2,0,0,0,0,0,0,5,7,2,6.5,0.75,7,0,14,14,10.5,5.25,14,6,23,17,18.75,6.375,23,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,5,2,3.5,0.75,3,0,0,0,0,0,0,3,6,3,3.75,1.125,3,11.19,14.21,3.02,13.455,1.1325,14.21,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,226,1.5,225,0,0,0,0,18.64843864,13.99437605,0.75766194
182,mp-12086,221,159.31264,7000,29,78,49,41.25,18.375,29,63,64,1,63.75,0.375,64,63.546,195.084,131.538,96.4305,49.32675,63.546,1357.77,2041.4,683.63,1528.6775,256.36125,1357.77,10,11,1,10.75,0.375,11,4,6,2,4.5,0.75,4,132,136,4,133,1.5,132,1.9,2.28,0.38,1.995,0.1425,1.9,1,1,0,1,0,1,0,0,0,0,0,0,9,10,1,9.75,0.375,10,0,14,14,3.5,5.25,0,11,24,13,14.25,4.875,11,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,2,1,1.25,0.375,1,11.07,15.02,3.95,12.0575,1.48125,11.07,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,12.31047592,13.0073452,0.792321149
183,mp-12104,181,174.5777341,7000,14,41,27,23,12,14,47,78,31,67.66666667,13.77777778,78,28.0855,92.90638,64.82088,49.69246,28.80928,28.0855,1687,2750,1063,2041.333333,472.4444444,1687,5,14,9,11,4,14,3,5,2,3.666666667,0.888888889,3,111,164,53,128.6666667,23.55555556,111,1.6,1.9,0.3,1.8,0.133333333,1.9,1,2,1,1.666666667,0.444444444,2,0,2,2,1.333333333,0.888888889,2,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,4,5,1,4.333333333,0.444444444,4,0,1,1,0.333333333,0.444444444,0,0,4,4,2.666666667,1.777777778,4,0,6,6,2,2.666666667,0,0,0,0,0,0,0,4,7,3,5,1.333333333,4,18.18,20.44,2.26,19.68666667,1.004444444,20.44,0,0.773,0.773,0.515333333,0.343555556,0.773,0,0,0,0,0,0,227,229,2,227.6666667,0.888888889,227,0,0,0,0,5.574567753,14.8022723,0.538669775
184,mp-12107,221,237.0570954,7000,22,78,56,64,21,78,43,63,20,58,7.5,63,47.867,195.084,147.217,158.27975,55.206375,195.084,1941,2041.4,100.4,2016.3,37.65,2041.4,4,10,6,8.5,2.25,10,4,6,2,5.5,0.75,6,136,160,24,142,9,136,1.54,2.28,0.74,2.095,0.2775,2.28,1,2,1,1.25,0.375,1,0,0,0,0,0,0,2,9,7,7.25,2.625,9,0,14,14,10.5,5.25,14,4,24,20,19,7.5,24,0,1,1,0.75,0.375,1,0,0,0,0,0,0,1,8,7,2.75,2.625,1,0,0,0,0,0,0,2,8,6,3.5,2.25,2,15.02,16.69,1.67,15.4375,0.62625,15.02,0,0,0,0,0,0,0,2.25E-05,2.25E-05,5.63E-06,8.45E-06,0,194,225,31,217.25,11.625,225,-2,2,4,2.529822128,17.02790919,15.43523055,0.686935389
